acsfProductionDate,approach.cellHealth,approach.creCell,approach.depth,approach.pilotName,approach.pilotTest01,approach.pilotTest04,approach.pilotTest05,approach.pilotTestYN,approach.sliceHealth,attempt,badSweeps,blankFillDate,container,date,depth,experimentType,extraction.endPipetteR,extraction.extractionNotes,extraction.extractionObservations,extraction.nucleus,extraction.pilotNameExtra,extraction.postPatch,extraction.pressureApplied,extraction.retractionPressureApplied,extraction.sampleObservations,extraction.timeChannelRecordingEnd,extraction.timeEnd,extraction.timeExtractionEnd,extraction.timeExtractionStart,extraction.timeRetractionEnd,extraction.timeRetractionStart,extraction.tubeID,failureCause,failureNotes,flipped,formVersion,freeFailureNotes,internalFillDate,internalSolution.concentrationBiocytin,internalSolution.concentrationRnaseInhibitor,internalSolution.version,internalSolution.volume,jem_created,limsSpecName,pipetteSpecName,qcNotes,recording.accessR,recording.humanCellTypePrediction,recording.membraneV,recording.pipetteR,recording.rheobase,recording.timeStart,recording.timeWholeCellStart,rigNumber,rigOperator,roi,sliceNotes,sliceQuality,status,successNotes,wellID,roi_major,roi_minor,jem_date_dt,jem_date_m
2019-03-14,2,Cre+,,None,,,,,4,2.0,#check 9,2019-02-05,NA,2019-03-15 15:00:15 -0700,24.7,,20,,,NA,,nucleus_absent,25.0,-45.0,,,,16:08:41 -0700,16:07:09 -0700,16:14:46 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-15,Calb1-IRES2-Cre-neo;Ai14-448133.03.02,Calb1-IRES2-Cre-neo;Ai14-448133.03.02.02,"#review
#puller 2
#eppedorf .9
",,,,5.0,,15:43:16 -0700,15:44:01 -0700,5,katherineb,VISp6a,,'Wave of Death',SUCCESS,"Patch/Cell Unstable,Ended After C1,'Wave of Death',Rig/Software Problems",,VISp,layer 6a,2019-03-15,2019-03
2019-03-15,3,Cre+,,None,,,,,3,2.0,50,2019-02-05,NA,2019-03-18 12:35:11 -0700,88.1,,6.0,,,not_intentionally,,nucleus_present,-36.0,-36.0,,,,13:13:41 -0700,13:10:17 -0700,13:21:15 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-18,Sst-IRES-Cre;Ai14-449977.05.01,Sst-IRES-Cre;Ai14-449977.05.01.01,"Aborted C2-Cell behaved strangely during Chirp. 
Forgot to take gigaend sweep",,,,4.8,,13:00:37 -0700,13:02:03 -0700,2,jessicat,VISp6a,,Good,SUCCESS,Access Resistance Increased,,VISp,layer 6a,2019-03-18,2019-03
2019-03-15,3,Cre+,,None,,,,,2,3.0,52,2019-02-05,NA,2019-03-18 12:35:11 -0700,74.9,,4.0,,,no,,nucleus_absent,-34.0,-34.0,,,,13:48:55 -0700,13:46:23 -0700,13:55:54 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-18,Sst-IRES-Cre;Ai14-449977.05.01,Sst-IRES-Cre;Ai14-449977.05.01.02,"C1 and C2
Cell hyperpolarized during C2
Triple APs not consistent across sweeps",,,,5.2,,13:33:23 -0700,13:35:25 -0700,2,jessicat,VISp6a,,Good,SUCCESS,"Cell Depolarized,Cell Hyperpolarized",,VISp,layer 6a,2019-03-18,2019-03
2019-03-15,3,Cre+,,None,,,,,2,2.0,5  10,2019-02-05,NA,2019-03-18 14:14:08 -0700,84.3,,5,,,NA,,nucleus_absent,-34.0,-34.0,,,,15:10:11 -0700,15:08:29 -0700,15:20:02 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-18,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449853.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449853.04.01.02,,,,,4.7,,14:55:28 -0700,14:58:12 -0700,2,jessicat,VISp6a,,Good,SUCCESS,"Patch/Cell Unstable,Rheobase Changed,Ended After C1",,VISp,layer 6a,2019-03-18,2019-03
2019-03-18,3,Cre+,,None,,,,,1,5.0,,2019-02-05,NA,2019-03-19 13:01:30 -0700,37.8,,7.0,,,NA,,nucleus_absent,-37.0,-37.0,,,,15:02:11 -0700,15:00:52 -0700,15:06:10 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-19,Sst-IRES-Cre;Ai14-449978.03.02,Sst-IRES-Cre;Ai14-449978.03.02.03,,,,,5.4,,14:56:07 -0700,14:57:06 -0700,2,jessicat,TEa2/3,,Good,SUCCESS,Ended After C1,,TEa,layer 2/3,2019-03-19,2019-03
2019-03-18,3,Cre+,,None,,,,,2,2.0,,2019-02-05,NA,2019-03-19 14:40:42 -0700,57.6,,3.6,#NA,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-41.0,-41.0,Solution in Pipette Shank,,,15:39:15 -0700,15:37:54 -0700,15:45:47 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-19,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449854.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449854.04.01.02,,,,,4.5,,15:25:41 -0700,15:28:12 -0700,7,ramr,VISp6a,#Health,'Wave of Death',SUCCESS,"Ended After C1,'Wave of Death'",,VISp,layer 6a,2019-03-19,2019-03
2019-03-18,3,Cre+,,None,,,,,2,1.0,,2019-02-05,NA,2019-03-19 14:40:42 -0700,43.8,,54.0,#NA,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-41.0,-41.0,Solution in Pipette Shank,,,15:11:18 -0700,15:10:10 -0700,15:15:27 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-19,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449854.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449854.04.01.01,,,,,4.6,,15:05:49 -0700,15:07:10 -0700,7,ramr,VISp6a,#Health,'Wave of Death',SUCCESS,Ended After C1,,VISp,layer 6a,2019-03-19,2019-03
2019-03-19,5,Cre+,,None,,,,,4,2.0,,2019-02-05,NA,2019-03-20 10:09:41 -0700,47.5,,400.0,,Fluorescence in Pipette,no,,nucleus_absent,-30.0,-30.0,,,,10:32:04 -0700,10:30:33 -0700,10:34:23 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Sst-IRES-Cre;Ai14-449979.03.01,Sst-IRES-Cre;Ai14-449979.03.01.01,,,,,4.4,,10:20:28 -0700,10:21:33 -0700,6,kristenh,VISp4,,Good,SUCCESS,,,VISp,layer 4,2019-03-20,2019-03
2019-03-19,3,Cre-,,None,,,,,1,4.0,"Electrode issues(49, 69, 95, 97)",2019-02-05,NA,2019-03-20 10:15:25 -0700,43.0,,166,#ND,Cell Swelled,no,,nucleus_absent,-52.0,-52.0,Solution in Pipette Shank,,,11:55:24 -0700,11:54:12 -0700,12:01:19 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Sst-IRES-Cre;Ai14-449979.03.02,Sst-IRES-Cre;Ai14-449979.03.02.04,,,,,4.9,,11:43:14 -0700,11:45:28 -0700,7,ramr,TEa2/3,#Health,'Wave of Death',SUCCESS,Ended After C1,,TEa,layer 2/3,2019-03-20,2019-03
2019-03-19,5,Cre+,,None,,,,,3,1.0,,2019-02-05,NA,2019-03-20 10:15:32 -0700,45.9,,4,,,NA,,nucleus_absent,-32.0,-32.0,,,,10:43:39 -0700,10:40:48 -0700,10:50:17 -0700,,,,,No,2.0.8,,2018-12-05,,,,,2019-03-20,Sst-IRES-Cre;Ai14-449979.04.02,Sst-IRES-Cre;Ai14-449979.04.02.01,"C1 and C2
Cell depolarized from -65 to -62 during C2",,,,4.1,,10:29:17 -0700,10:31:01 -0700,2,jessicat,VISp6b,,Damaged,SUCCESS,"Patch Became Leaky,Cell Depolarized",,VISp,layer 6b,2019-03-20,2019-03
2019-03-19,3,Cre+,,None,,,,,3,1.0,,2019-02-05,NA,2019-03-20 13:00:35 -0700,61,,12,,,no,,nucleus_absent,-45.0,-45.0,,,,14:08:46 -0700,14:06:48 -0700,14:15:29 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.04.02,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.04.02.01,,,,,4.7,,14:00:49 -0700,14:01:58 -0700,3,lindsayn,VISp5,,Good,SUCCESS,,,VISp,layer 5,2019-03-20,2019-03
2019-03-19,4,Cre+,,None,,,,,2,1.0,"50, 87",2019-02-05,NA,2019-03-20 13:30:18 -0700,72.3,,4,not sure if nucleus sucked in ,,NA,,nucleus_absent,-35.0,-35.0,,,,14:21:43 -0700,14:19:45 -0700,14:27:42 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.04.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.04.01.01,1.2  11.1,,,,4.4,,14:05:45 -0700,14:08:43 -0700,2,jessicat,VISp6a,,Good,SUCCESS,,,VISp,layer 6a,2019-03-20,2019-03
2019-03-19,2,Cre+,,None,,,,,2,1.0,,2019-02-05,NA,2019-03-20 14:05:47 -0700,55.5,,3.4,#NA,Cell Shrunk,no,,nucleus_absent,-45.0,-45.0,Solution in Pipette Shank,,,14:25:29 -0700,14:24:35 -0700,14:30:28 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.05.02,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.05.02.01,,,,,4.1,,14:17:22 -0700,14:18:59 -0700,7,ramr,VISp6a,#Reportergone,Good,SUCCESS,"Patch/Cell Unstable,Ended After C1",,VISp,layer 6a,2019-03-20,2019-03
2019-03-19,3,Cre+,,None,,,,,2,2.0,,2019-02-05,NA,2019-03-20 15:30:03 -0700,73.7,,7,,Cell Swelled,no,,nucleus_absent,-37.0,-37.0,,,,16:23:47 -0700,16:22:09 -0700,16:30:33 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-20,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.06.01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-449860.06.01.02,C1 and C2,,,,4.8,,16:10:22 -0700,16:13:27 -0700,2,jessicat,VISp6a,,Good,SUCCESS,,,VISp,layer 6a,2019-03-20,2019-03
2019-03-18,3,Cre+,,None,,,,,3,2.0,,2019-02-05,NA,2019-03-21 10:12:07 -0700,45.4,,4.0,sucked in entire cell. sample tossed. ,,NA,,entire_cell,-31.0,-31.0,,,,11:09:30 -0700,11:08:39 -0700,11:10:38 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,Htr3a-Cre_NO152;Ai14-450876.03.01,Htr3a-Cre_NO152;Ai14-450876.03.01.02,"-7 mbar applied during ramp
cell became swollen during C1 ",,,,3.4,,11:02:18 -0700,11:04:14 -0700,2,jessicat,VISp6b,,Good,SUCCESS,"Patch Became Leaky,Ended After C1",,VISp,layer 6b,2019-03-21,2019-03
2019-03-18,4,Cre+,,None,,,,,3,3.0,,2019-02-05,NA,2019-03-21 10:51:32 -0700,57.7,,30.0,,,no,,nucleus_absent,-30.0,-30.0,,,,11:25:20 -0700,11:24:38 -0700,11:25:50 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,Sst-IRES-Cre;Ai14-449981.03.01,Sst-IRES-Cre;Ai14-449981.03.01.02,APs not always crossing 0 despite good access,,,,4.3,,11:17:29 -0700,11:18:21 -0700,6,kristenh,VISp4,,Good,SUCCESS,,,VISp,layer 4,2019-03-21,2019-03
2019-03-18,3,Cre+,,None,,,,,3,4.0,,2019-02-05,NA,2019-03-21 10:51:32 -0700,33.7,,6.0,,,no,,nucleus_absent,-30.0,-30.0,,,,11:40:18 -0700,11:39:45 -0700,11:41:24 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,Sst-IRES-Cre;Ai14-449981.03.01,Sst-IRES-Cre;Ai14-449981.03.01.03,,,,,4.5,,11:30:58 -0700,11:31:34 -0700,6,kristenh,VISp6a,,Good,SUCCESS,,,VISp,layer 6a,2019-03-21,2019-03
2019-03-18,5,Cre+,,None,,,,,3,1.0,,2019-02-05,NA,2019-03-21 10:51:32 -0700,43.7,,200.0,,"Fluorescence in Pipette,Cell Dimmed",no,,nucleus_absent,-30.0,-30.0,,,,11:06:31 -0700,11:05:59 -0700,11:08:10 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,Sst-IRES-Cre;Ai14-449981.03.01,Sst-IRES-Cre;Ai14-449981.03.01.01,,,,,4.2,,10:57:39 -0700,10:58:16 -0700,6,kristenh,VISp4,,Good,SUCCESS,,,VISp,layer 4,2019-03-21,2019-03
2019-03-18,2,Cre+,,None,,,,,3,1.0,,2019-02-05,NA,2019-03-21 11:24:28 -0700,57,,3.8,#NA,"Cell Dimmed,Cell Swelled",no,,nucleus_absent,-20.0,-20.0,Solution in Pipette Shank,,,11:38:38 -0700,11:38:32 -0700,11:39:37 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,Sst-IRES-Cre;Ai14-449981.03.02,Sst-IRES-Cre;Ai14-449981.03.02.01,,,,,5.1,,11:33:28 -0700,11:34:32 -0700,7,ramr,VISp6a,#Schedule(human case),Good,SUCCESS,Ended After C1,,VISp,layer 6a,2019-03-21,2019-03
2019-03-18,4,None,,None,,,,,4,8.0,,2019-02-05,NA,2019-03-21 12:12:14 -0700,82.1,,7.0,,,NA,,nucleus_absent,-38.0,-38.0,,,,14:38:43 -0700,14:36:55 -0700,14:42:55 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.15.01,H19.06.351.11.15.01.03,"C1 and C2
Cell became healthier during recording
noisy recording
rough break-in (zapped a few times at 25 microsec. with suction)",,,,4.3,,14:25:58 -0700,14:27:34 -0700,2,jessicat,TCx4,,Good,SUCCESS,"Patch/Cell Unstable,Cell Hyperpolarized",,TCx,layer 4,2019-03-21,2019-03
2019-03-18,4,None,,None,,,,,4,7.0,,2019-02-05,NA,2019-03-21 12:12:14 -0700,74.5,,4.0,,,NA,,nucleus_absent,-32.0,-32.0,,,,14:12:10 -0700,14:11:11 -0700,14:16:31 -0700,,,,,Yes,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.15.01,H19.06.351.11.15.01.02,C1 and C2,,,,5.6,,14:00:19 -0700,14:01:53 -0700,2,jessicat,TCx1,,Good,SUCCESS,,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,4,2.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,59.9,,200.0,,,no,,nucleus_absent,-30.0,-30.0,,,,13:32:02 -0700,13:31:30 -0700,13:34:04 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.02,,,Unknown Interneuron,,3.9,,13:23:57 -0700,13:24:52 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,4,10.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,43.9,,5.0,,,no,,nucleus_absent,-30.0,-30.0,,,,15:41:45 -0700,15:41:10 -0700,15:44:00 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.07,,,Pyramidal,,4.0,,15:33:19 -0700,15:34:05 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,4,11.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,99.1,,4.0,,,no,,nucleus_absent,-30.0,-30.0,,,,15:56:46 -0700,15:56:11 -0700,15:59:24 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.08,,,Pyramidal,,4.7,,15:48:38 -0700,15:49:54 -0700,6,kristenh,TCx1,,Good,SUCCESS,,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,3,None,,None,,,,,4,17.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,30.4,,4.0,,,NA,,entire_cell,-30.0,-30.0,,,,18:07:10 -0700,18:06:46 -0700,18:09:24 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.14,,,Pyramidal,,3.9,,17:55:49 -0700,17:56:32 -0700,6,kristenh,TCx1,,Good,SUCCESS,,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,4,None,,None,,,,,2,22.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,49.1,,6.0,,,not_intentionally,,nucleus_present,-20.0,-20.0,,,,19:53:30 -0700,19:52:40 -0700,19:55:57 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.18,,,Pyramidal,,5.6,,19:40:45 -0700,19:41:29 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,2,21.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,66.8,,200.0,,,no,,nucleus_absent,-30.0,-30.0,,,,19:31:38 -0700,19:30:25 -0700,19:35:50 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.17,,,Pyramidal,,3.9,,19:20:19 -0700,19:22:45 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,4,14.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,42.7,,4.0,,,no,,nucleus_absent,-30.0,-30.0,,,,17:03:04 -0700,17:02:22 -0700,17:04:35 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.11,,,Pyramidal,,3.9,,16:53:52 -0700,16:54:31 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,4,16.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,57.0,,4.0,,,no,,nucleus_absent,-20.0,-20.0,,,,17:48:05 -0700,17:45:59 -0700,17:50:15 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.13,,,Pyramidal,,3.9,,17:36:51 -0700,17:37:51 -0700,6,kristenh,TCx4,,Good,SUCCESS,,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,4,None,,None,,,,,4,12.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,68.6,,5.0,,,no,,nucleus_absent,-30.0,-30.0,,,,16:28:38 -0700,16:27:54 -0700,16:30:21 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.09,,,Pyramidal,,4.0,,16:17:58 -0700,16:19:07 -0700,6,kristenh,TCx1,,Good,SUCCESS,,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,5,None,,None,,,,,2,20.0,,2019-02-05,NA,2019-03-21 12:55:52 -0700,69.6,,4.0,,,no,,nucleus_absent,-40.0,-40.0,,,,19:15:03 -0700,19:13:35 -0700,19:15:50 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.16.01,H19.06.351.11.16.01.16,input resistance probably too low to be layer 4,,Pyramidal,,3.4,,19:05:29 -0700,19:06:16 -0700,6,kristenh,TCx3c,,Good,SUCCESS,,,TCx,layer 3c,2019-03-21,2019-03
2019-03-18,4,None,,None,,,,,1,8.0,,2019-02-05,NA,2019-03-21 13:31:56 -0700,58.3,,200.0,#D,Cell Swelled,no,,nucleus_absent,-65.0,-65.0,Solution in Pipette Shank,,,17:04:25 -0700,17:01:17 -0700,17:11:24 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.07,,,FS Interneuron,,5.8,,16:52:37 -0700,16:54:58 -0700,7,ramr,TCx4,#Health,Damaged,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,3,None,,None,,,,,1,9.0,,2019-02-05,NA,2019-03-21 13:31:56 -0700,57.1,,7.5,#NA,Cell Swelled,no,,nucleus_absent,-65.0,-65.0,Solution in Pipette Shank,,,17:56:36 -0700,17:54:16 -0700,18:03:12 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.08,,,Unknown Interneuron,,3.4,,17:47:48 -0700,17:50:22 -0700,7,ramr,TCx1,#Health,Damaged,SUCCESS,Ended After C1,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,1,None,,None,,,,,1,6.0,,2019-02-05,NA,2019-03-21 13:31:56 -0700,37.4,,9.0,#L,,not_intentionally,,nucleus_present,-70.0,-7.0,Solution in Pipette Shank,,,16:26:08 -0700,16:24:14 -0700,16:29:03 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.06,Failed X6-7 sweeps. Accidentally saved as success in workflow.,,Unknown Interneuron,,4.8,,16:13:08 -0700,16:15:30 -0700,7,ramr,TCx1,#Health,Damaged,SUCCESS,"Patch/Cell Unstable,Ended After C1",,TCx,layer 1,2019-03-21,2019-03
2019-03-18,2,None,,None,,,,,1,5.0,4-8,2019-02-05,NA,2019-03-21 13:31:56 -0700,43.6,,5.4,#D,Cell Swelled,no,,nucleus_absent,-54.0,-54.0,Solution in Pipette Shank,,,15:56:59 -0700,15:54:37 -0700,16:01:30 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.05,,,Pyramidal,,4.3,,15:45:49 -0700,15:49:26 -0700,7,ramr,TCx4,#Health,Damaged,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-21,2019-03
2019-03-18,3,None,,None,,,,,2,4.0,,2019-02-05,NA,2019-03-21 13:31:56 -0700,60.0,,4.4,#L,Cell Swelled,no,,nucleus_absent,-60.0,-60.0,Solution in Pipette Shank,,,15:16:24 -0700,15:15:11 -0700,15:17:24 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.04,Background noise during recording.,,Unknown Interneuron,,5.2,,15:03:40 -0700,15:05:58 -0700,7,ramr,TCx4,#Health,Damaged,SUCCESS,"Patch/Cell Unstable,Cell Hyperpolarized,Ended After C1",,TCx,layer 4,2019-03-21,2019-03
2019-03-18,3,None,,None,,,,,2,3.0,"21
",2019-02-05,NA,2019-03-21 13:31:56 -0700,59.9,,20.0,#L,Cell Swelled,no,,nucleus_absent,-55.0,-55.0,Solution in Pipette Shank,,,14:46:47 -0700,14:42:56 -0700,14:50:10 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.03,,,Unknown Interneuron,,5.0,,14:32:50 -0700,14:35:35 -0700,7,ramr,TCx1,#Health,Damaged,SUCCESS,Ended After C1,,TCx,layer 1,2019-03-21,2019-03
2019-03-18,2,None,,None,,,,,2,1.0,,2019-02-05,NA,2019-03-21 13:31:56 -0700,61.9,,3.8,#D,Cell Swelled,no,,nucleus_absent,-55.0,-55.0,Solution in Pipette Shank,,,13:53:07 -0700,13:51:59 -0700,13:57:52 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.13.01,H19.06.351.11.13.01.01,Ignored initial gigaohm seal because only got to 900 MOhms.,,Unknown Interneuron,,4.8,,13:43:37 -0700,13:46:18 -0700,7,ramr,TCx1,#Health,Damaged,SUCCESS,"Patch/Cell Unstable,Patch Became Leaky,Cell Depolarized",,TCx,layer 1,2019-03-21,2019-03
2019-03-18,3,None,,None,,,,,3,9.0,,2019-02-05,NA,2019-03-21 20:42:34 -0700,67.2,,7.0,,,no,,nucleus_absent,-9.0,-22.0,,,,20:36:45 -0700,20:33:47 -0700,20:41:22 -0700,,,,,No,2.0.8,,2019-02-08,,,,,2019-03-21,H19.06.351.11.10.01,H19.06.351.11.10.01.09,Non-neuronal cell. Astrocyte perhaps?,,,,4.5,,23:27:55 -0700,23:27:57 -0700,5,katherineb,TCx1,"#JEMlost

Accidentally hit back button and lost all my metadata. Disregard all time stamps and number until cell 9. There were two failures in layer 4 between cells 7 and 8 and one failure in layer 1 between cells 8 and 9.",Uneven Thickness,SUCCESS,,,TCx,layer 1,2019-03-21,2019-03
2019-03-21,3,None,,None,,,,,1,6.0,,2019-02-05,NA,2019-03-22 07:42:30 -0700,45.5,,3.2,#NA,Cell Swelled,no,,nucleus_absent,-70.0,-70.0,Solution in Pipette Shank,,,11:07:35 -0700,11:05:57 -0700,11:13:13 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-22,H19.06.351.11.15.02,H19.06.351.11.15.02.04,,,Unknown Interneuron,,4.7,,11:00:36 -0700,11:01:44 -0700,7,ramr,TCx4,#Health. Day 2 human case slice.,Good,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-22,2019-03
2019-03-21,4,None,,None,,,,,1,4.0,,2019-02-05,NA,2019-03-22 07:42:30 -0700,63.2,,3.5,#NA,Cell Swelled,no,,nucleus_absent,-65.0,-65.0,No Bubbles,,,09:19:38 -0700,09:16:08 -0700,09:25:52 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-22,H19.06.351.11.15.02,H19.06.351.11.15.02.02,,,Unknown Interneuron,,3.7,,09:10:48 -0700,09:13:19 -0700,7,ramr,TCx4,#Health. Day 2 human case slice.,Good,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-22,2019-03
2019-03-21,3,None,,None,,,,,1,7.0,,2019-02-05,NA,2019-03-22 07:42:30 -0700,43.0,,3.3,#NA,Cell Swelled,no,,nucleus_absent,-50.0,-50.0,Solution in Pipette Shank,,,11:30:16 -0700,11:28:21 -0700,11:32:16 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-22,H19.06.351.11.15.02,H19.06.351.11.15.02.05,,,Unknown Interneuron,,4.6,,11:22:26 -0700,11:24:01 -0700,7,ramr,TCx4,#Health. Day 2 human case slice.,Good,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-22,2019-03
2019-03-21,3,None,,None,,,,,1,5.0,,2019-02-05,NA,2019-03-22 07:42:30 -0700,61.3,,3.2,#NA,Cell Swelled,no,,nucleus_present,-60.0,-60.0,Solution in Pipette Shank,,,10:17:33 -0700,10:15:16 -0700,10:26:21 -0700,,,,,NA,2.0.8,,2019-02-08,,,,,2019-03-22,H19.06.351.11.15.02,H19.06.351.11.15.02.03,Took the wrong 4x image after the recording.,,Pyramidal,,4.0,,10:10:47 -0700,10:12:55 -0700,7,ramr,TCx4,#Health. Day 2 human case slice.,Good,SUCCESS,Ended After C1,,TCx,layer 4,2019-03-22,2019-03
