Date,User,Rig #,File,Ephys,Trans,Morph,Pilot,Pilot Details,cell type,Slice on rig time,Time,Time to Entire-Cell,Region,Layer,Depth (um),Slice (Lims ID?),Slice health,cell health,Slice notes,extraction pressure applied (mbar),retraction pressure applied (mbar),Post patch?,Post patch pipette R,extraction.nucleus,extraction.extractionObservations,extraction.sampleObservations,extraction.extractionNotes,extraction.timeExtractionStart,extraction.timeExtractionEnd,extraction.timeRetractionEnd,recording.pipetteR,successNotes,qcNotes,acsfProductionDate,Tube_ID,"Biocytin
",Well ID #,Lims tube id,,Smarter_ID,Picogreen conc. (pg/uL),Picogreen yield (pg),BA total conc. (pg/uL),BA total yield (pg),BA total conc. (pg/uL),BA total yield (pg),Ratio >400/total,SM_QC,PCR cycles,>400 normalized to 21 pcr cycles,SM_QC_PF,Batch,Resolution index,Cluster,Genes detected,case,Notes,Date mapped,Max.node,Node.correlation,Max.leaf,Leaf.correlation,Max.node.is.leaf.,3-modality candidate,63x completed,Reconstructed (link),3-M example picked by JT,Ephys + transcriptomics example by JT,needs 63x image,prioritize for reconstruction (JT),prioritize for reconstruction (TB),"Mapped.node (20170202_MTG_exclH16_24_005_1, no glia)","Top.leaf (20170202_MTG_exclH16_24_005_1, no glia)",sdLGN,height,h.sdLGN,Resolution.index (to leaf),exp_component_name,cluster (20170619_MTG_patchseq),SdLGN (20170619_MTG_patchseq),Height (20170619_MTG_patchseq),H_SdLGN (20170619_MTG_patchseq),MarkerGenes_TopNode (20170619_MTG_patchseq),TopLeaf (20170619_MTG_patchseq),MaxLeafSdLGN (20170619_MTG_patchseq),cluster (20170619_MTG_patchseq),Score (20170627_MTG_patchseq),Height (20170627_MTG_patchseq),H_Score (20170627_MTG_patchseq),MarkerGenes_TopNode (20170627_MTG_patchseq),TopLeaf (20170627_MTG_patchseq),MaxLeafScore (20170627_MTG_patchseq),exp_component_name,Internal version,Takara RNAse inhibitor
180417,P8,1,H18.03.008.11.12.01,x,,,None,,None,6:57 PM,7:07:47 PM,1.316666667,TCx,2,46.8,H18.03.008.11.12,5,2,,-30,-30,nucleus_present,2000,no,,,No Bubbles,1.6,1.383333333,,4.4,,,20180416,359,0.5,EPhys_180416_02_A04_H,P8S4_180417_359_A01,P8S4_180417_359_A01,A8S4_180425_06_E11,1479,17751,,,,,56%,Pass,,,pass,RSC-155,1,Inh L1-3 VIP CCDC184,11465,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.02,x,,,None,,None,6:57 PM,7:36:37 PM,1.166666667,TCx,3,68.9,H18.03.008.11.12,5,5,,-50,-50,nucleus_present,2500,no,,,No Bubbles,2.216666667,2.8,,4.5,,,20180416,360,0.5,,P8S4_180417_360_A01,P8S4_180417_360_A01,A8S4_180425_06_F11,4791,57494,,,,,63%,Pass,,,pass,RSC-155,0.782024,L2-L3|a,22352,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.03,x,,,None,,None,6:57 PM,8:05:23 PM,1.566666667,TCx,2,47.2,H18.03.008.11.12,5,5,,-50,-50,nucleus_present,2200,no,,,No Bubbles,2.583333333,2.183333333,,4.5,,,20180416,361,0.5,,P8S4_180417_361_A01,P8S4_180417_361_A01,A8S4_180425_06_G11,2246,26956,,,,,68%,Pass,,,pass,RSC-155,1,Inh L1-3 PAX6 SYT6 (Sncg),12436,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.04,x,,,None,,None,6:57 PM,8:43:19 PM,1.35,TCx,2,52.2,H18.03.008.11.12,5,5,,-50,-50,nucleus_present,3000,no,,,No Bubbles,2.633333333,2.85,,4.6,,,20180416,362,0.5,,P8S4_180417_362_A01,P8S4_180417_362_A01,A8S4_180425_06_H11,1480,17765,,,,,69%,Pass,,,pass,RSC-155,1,Inh L1-2 VIP LBH,10351,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.05,x,,,None,,None,6:57 PM,9:17:26 PM,1.283333333,TCx,4,50.4,H18.03.008.11.12,5,3,,-45,-45,nucleus_present,2000,no,,,No Bubbles,1.466666667,1.816666667,,4,,Patch Became Leaky,20180416,363,0.5,,P8S4_180417_363_A01,P8S4_180417_363_A01,A8S4_180425_06_A12,641,7697,,,,,54%,Pass,,,pass,RSC-155,1,Inh L2-4 PVALB WFDC2,8875,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.06,x,,,None,,None,6:57 PM,9:51:16 PM,1.433333333,TCx,2,58.2,H18.03.008.11.12,4,3,,-50,-50,nucleus_absent,800,no,,,,2.75,3.05,,4.3,,"Patch Became Leaky,Cell Depolarized",20180416,364,0.5,,P8S4_180417_364_A01,P8S4_180417_364_A01,A8S4_180425_06_B12,549,6587,,,,,54%,Pass,,,pass,RSC-155,1,Exc L2-3 LINC00507 FREM3,7600,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.07,x,,,None,,None,6:57 PM,10:18:37 PM,2.316666667,TCx,2,46.7,H18.03.008.11.12,3,2,,-50,-50,nucleus_present,700,no,,,No Bubbles,1.733333333,2.666666667,,4.3,,Patch/Cell Unstable,20180416,365,0.5,,P8S4_180417_365_A01,P8S4_180417_365_A01,A8S4_180425_06_C12,1285,15418,,,,,65%,Pass,,,pass,RSC-155,1,Inh L1-3 PAX6 SYT6 (Sncg),9838,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.08,x,,,None,,None,6:57 PM,11:01:58 PM,0.75,TCx,2,52.6,H18.03.008.11.12,3,4,,-50,-50,nucleus_present,1000,no,,,No Bubbles,1.5,1.733333333,,5,,,20180416,366,0.5,,P8S4_180417_366_A01,P8S4_180417_366_A01,A8S4_180425_06_D12,1255,15064,,,,,68%,Pass,,,pass,RSC-155,0.869212,L2-L3|b,10992,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P8,1,H18.03.008.11.12.09,x,,,None,,Cre+,6:57 PM,11:28:36 PM,1.283333333,TCx,3,59.1,H18.03.008.11.12,3,4,,-50,0,nucleus_present,50,not_intentionally,,,,1.95,0.716666667,,3.1,,,20180416,367,0.5,,P8S4_180417_367_A01,P8S4_180417_367_A01,A8S4_180425_06_E12,616,7395,,,,,50%,Pass,,,pass,RSC-155,1,Inh L4-5 PVALB MEPE,8157,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.01,x,,,None,,None,6:54 PM,7:02:50 PM,1.2,TCx,2,58.8,H18.03.008.11.15,4,3,,-30,-30,nucleus_absent,0,no,,,"No Bubbles,Solution in Pipette Shank Alexa fill visible - cell not filled well
 
 No Seal",1,2.016666667,,4.5,,Patch Became Leaky only one set of CHIRP and no triple SS - cell too leaky,20180416,403,0.5,EPhys_180416_02_B01_H,P9S4_180417_403_A01,P9S4_180417_403_A01,A8S4_180425_06_H12,699,8392,,,,,19%,Fail,,,fail,RSC-155,0.537958,L1-L5|b,6125,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.02,x,,,None,,None,6:54 PM,7:27:51 PM,1.033333333,TCx,3,61.2,H18.03.008.11.15,4,3,,-36,-36,nucleus_present,14,not_intentionally,,,"No Bubbles Alexa fill visible - cell not filled well
 
 Partial-Nucleus - seems like nucleus was sucked in",0.766666667,2.85,,5.2,,Patch Became Leaky,20180416,404,0.5,,P9S4_180417_404_A01,P9S4_180417_404_A01,A8S4_180427_09_A01,778,9333,,,,,13%,Fail,,,fail,RSC-155,0,FAIL,1750,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.03,x,,,None,,None,6:54 PM,8:03:47 PM,1.116666667,TCx,3,65.4,H18.03.008.11.15,4,2,,-26,-26,nucleus_absent,24,no,,,"No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 No Seal",0.716666667,2.416666667,,4.8,,"Patch Became Leaky,Access Resistance Increased",20180416,405,0.5,,P9S4_180417_405_A01,P9S4_180417_405_A01,A8S4_180427_09_B01,1259,15108,,,,,42%,Pass,,,pass,RSC-155,0,FAIL,7164,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.04,x,,,None,,None,6:54 PM,8:42:25 PM,1.2,TCx,1,51.8,H18.03.008.11.15,4,2,,-26,-26,nucleus_present,4.8,no,,,"Cell Swelled No Bubbles,Solution in Pipette Shank No Alexa fill visible
 
 Partial-Nucleus",0.366666667,1.383333333,,3.9,,,20180416,406,0.5,,P9S4_180417_406_A01,P9S4_180417_406_A01,A8S4_180427_09_C01,1291,15489,,,,,54%,Pass,,,pass,RSC-155,1,Inh L1 SST NMBR (ADARB2+),10624,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.05,x,,,None,,None,6:54 PM,9:15:47 PM,1.95,TCx,4,65,H18.03.008.11.15,4,2,,-38,-38,nucleus_absent,110,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 No Seal",0.7,3.583333333,,8,,"Patch/Cell Unstable,Patch Became Leaky",20180416,407,0.5,,P9S4_180417_407_A01,P9S4_180417_407_A01,A8S4_180427_09_D01,477,5719,,,,,22%,Fail,,,fail,RSC-155,0,FAIL,1905,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.06,x,,,None,,None,6:54 PM,9:45:02 PM,1.366666667,TCx,5,84.1,H18.03.008.11.15,4,2,,-18,-18,nucleus_present,4.5,no,,,"Cell Swelled No Bubbles,Solution in Pipette Shank No Alexa fill visible
 
 Partial-Nucleus",0.316666667,0.933333333,,4,,Patch Became Leaky,20180416,408,0.5,,P9S4_180417_408_A01,P9S4_180417_408_A01,A8S4_180427_09_E01,2745,32944,,,,,54%,Pass,,,pass,RSC-155,0.615377,RORB (all),12677,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.07,x,,,None,,None,6:54 PM,10:14:28 PM,2.45,TCx,4,93.7,H18.03.008.11.15,4,2,,-26,-26,nucleus_absent,0,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 No Seal",0.866666667,2.916666667,,3.6,,,20180416,409,0.5,,P9S4_180417_409_A01,P9S4_180417_409_A01,A8S4_180427_09_F01,1489,17870,,,,,37%,Pass,,,pass,RSC-155,0.596387,SST (all)|a,8251,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.08,x,,,None,,None,6:54 PM,10:58:42 PM,1.2,TCx,3,74.7,H18.03.008.11.15,3,3,,-25,-25,nucleus_present,1000,no,,,"No Bubbles Alexa fill visible
 
 Nucleated",0.283333333,0.683333333,,3.3,,"Patch Became Leaky,Cell Depolarized,Ended After C1",20180416,410,0.5,,P9S4_180417_410_A01,P9S4_180417_410_A01,A8S4_180427_09_G01,1334,16006,,,,,62%,Pass,,,pass,RSC-155,1,Inh L1-2 GAD1 MC4R (ADARB2+),12157,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,P9,2,H18.03.008.11.15.09,x,,,None,,None,6:54 PM,11:20:39 PM,1.333333333,TCx,3,81.4,H18.03.008.11.15,3,3,,-26,-26,nucleus_present,4.6,no,,,"Cell Swelled No Bubbles No Alexa fill visible
 
 Partial-Nucleus",0.533333333,1.083333333,,3.1,,,20180416,411,0.5,,P9S4_180417_411_A01,P9S4_180417_411_A01,A8S4_180427_09_H01,1650,19798,,,,,58%,Pass,,,pass,RSC-155,1,Inh L1-4 LAMP5 LCP2 (rosehip),12815,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PA,3,H18.03.008.11.02.01,x,,,None,,None,7:13 PM,7:53:15 PM,4.366666667,TCx,3,96.8,H18.03.008.11.02,3,3,Done patching for the day.,-40,-40,nucleus_absent,4.4,no,,,"Cell Swelled,Too Deep No Bubbles No seal and poor visibility when retracting.",1.1,2.516666667,,4.7,,Very stable recording and ended experiment after C2.,20180416,454,0.5,EPhys_180416_02_A01_H,PAS4_180417_454_A01,PAS4_180417_454_A01,A8S4_180427_09_D02,1529,18350,,,,,14%,Fail,,,fail,RSC-155,0.365141,Excitatory,3423,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PA,3,H18.03.008.11.02.02,x,,,None,,None,7:13 PM,8:45:35 PM,3.9,TCx,3,61.8,H18.03.008.11.02,3,3,Done patching for the day.,-44,-44,nucleus_absent,5.6,no,,,Cell Swelled No Bubbles No seal. Using blank date: 3/22/2018.,1.483333333,2.1,,5.2,,"Patch/Cell Unstable,Cell Hyperpolarized,Rheobase Changed,Ended After C1 Forgot to get end experiment sweep.",20180416,455,0.5,,PAS4_180417_455_A01,PAS4_180417_455_A01,A8S4_180427_09_E02,778,9336,,,,,14%,Fail,,,fail,RSC-155,0,FAIL,2281,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PA,3,H18.03.008.11.02.03,x,,,None,,None,7:13 PM,9:21:25 PM,1.583333333,TCx,3,39.2,H18.03.008.11.02,3,3,Done patching for the day.,-41,-41,nucleus_absent,14.5,no,,,Cell Swelled No Bubbles No seal. Using blank date: 3/22/2018.,0.866666667,2.15,,5.3,,"Patch/Cell Unstable,Patch Became Leaky,Rheobase Changed Ended experiment after C2. Leak up to -150 pA.",20180416,456,0.5,,PAS4_180417_456_A01,PAS4_180417_456_A01,A8S4_180427_09_F02,647,7761,,,,,11%,Fail,,,fail,RSC-155,0,FAIL,1577,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.01,x,,,None,,None,6:54 PM,7:18:08 PM,5.783333333,TCx,2,65.8,H18.03.008.11.14,3,4,Agar or wax stuck to pia mater,-43,-115,nucleus_absent,50,no,,,,2.5,0,,3,,,20180416,509,0.5,EPhys_180416_02_A03_H,PBS4_180417_509_A01,PBS4_180417_509_A01,A8S4_180427_09_G03,1033,12402,,,,,37%,Pass,,,pass,RSC-155,0,FAIL,5428,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.02,x,,,None,,None,6:54 PM,7:57:42 PM,1.616666667,TCx,3,68.9,H18.03.008.11.14,3,3,Agar or wax stuck to pia mater,-42,-42,nucleus_present,4,no,,,No Bubbles,2.583333333,0.016666667,,2.8,,,20180416,510,0.5,,PBS4_180417_510_A01,PBS4_180417_510_A01,A8S4_180427_09_H03,601,7209,,,,,32%,Pass,,,pass,RSC-155,0.429759,L1-L6,6799,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.03,x,,,None,,None,6:54 PM,8:38:25 PM,1.2,TCx,4,67.2,H18.03.008.11.14,3,4,Agar or wax stuck to pia mater,-42,-42,nucleus_present,2,not_intentionally,,,Large Bubbles,1.516666667,0.016666667,,2.5,,,20180416,511,0.5,,PBS4_180417_511_A01,PBS4_180417_511_A01,A8S4_180427_09_A04,1002,12025,,,,,52%,Pass,,,pass,RSC-155,0.880096,PVALB|c,9979,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.04,x,,,None,,None,6:54 PM,9:04:48 PM,0.033333333,TCx,2,69.6,H18.03.008.11.14,3,4,Agar or wax stuck to pia mater,-30,-30,nucleus_present,4,not_intentionally,,,,1.65,0,,2.7,,,20180416,512,0.5,,PBS4_180417_512_A01,PBS4_180417_512_A01,A8S4_180427_09_B04,3440,41278,,,,,77%,Pass,,,pass,RSC-155,0.50681,VIP+ (all),14082,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.05,x,,,None,,None,6:54 PM,10:02:43 PM,1.7,TCx,3,76.6,H18.03.008.11.14,2,3,Agar or wax stuck to pia mater,-30,-30,nucleus_present,1000,no,,,Cell Swelled No Bubbles,2.35,0,,2.6,,Patch Became Leaky,20180416,513,0.5,,PBS4_180417_513_A01,PBS4_180417_513_A01,A8S4_180427_09_C04,2568,30815,,,,,67%,Pass,,,pass,RSC-155,1,Exc L2 LAMP5 LTK,12065,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.06,x,,,None,,None,6:54 PM,10:32:18 PM,1.7,TCx,4,58.7,H18.03.008.11.14,2,3,Agar or wax stuck to pia mater,-32,-32,nucleus_present,1000,no,,,Cell Swelled,1.216666667,0,,2.3,,,20180416,514,0.5,,PBS4_180417_514_A01,PBS4_180417_514_A01,A8S4_180427_09_D04,1264,15163,,,,,58%,Pass,,,pass,RSC-155,0.615377,RORB (all),10170,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180417,PB,6,H18.03.008.11.14.07,x,,,None,,None,6:54 PM,10:58:24 PM,1,TCx,3,77.7,H18.03.008.11.14,2,3,Agar or wax stuck to pia mater,-25,-25,nucleus_present,700,no,,,No Bubbles,2.316666667,0,,2,,,20180416,515,0.5,,PBS4_180417_515_A01,PBS4_180417_515_A01,A8S4_180427_09_E04,4058,48701,,,,,73%,Pass,,,pass,RSC-155,1,Exc L2-3 LINC00507 FREM3,17034,H18.03.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.01,,,,,,None,3:04 PM,3:13:34 PM,1,FCx,2,58.1,H18.03.009.11.14,4,4,,-32,-32,nucleus_present,1000,no,,,"Cell Swelled Small Bubbles Alexa fill visible
 
 Nucleated",0.433333333,1.633333333,,3.6,,Patch Became Leaky,20180423,405,0.5,EPhys_180423_02_A03_H,P9S4_180424_405_A01,P9S4_180424_405_A01,A8S4_180502_08_H04,1629,19546,,,,,61%,Pass,,,pass,RSC-156,1,Inh L1-2 GAD1 MC4R (ADARB2+),12241,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.02,,,,,,None,3:04 PM,3:41:56 PM,1.483333333,FCx,3,87,H18.03.009.11.14,4,4,,-38,-38,nucleus_present,1000,no,,,"No Bubbles Alexa fill visible
 
 Nucleated",0.55,1.483333333,,3.3,,,20180423,406,0.5,,P9S4_180424_406_A01,P9S4_180424_406_A01,A8S4_180502_08_A05,3358,40300,,,,,70%,Pass,,,pass,RSC-156,0,FAIL,13404,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.03,,,,,,None,3:04 PM,4:09:31 PM,1.183333333,FCx,3,98.7,H18.03.009.11.14,3,3,,-55,-55,nucleus_absent,5.8,no,,,"No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 No Seal",0.866666667,2.416666667,,3.9,,"Patch/Cell Unstable,Patch Became Leaky no triple stim",20180423,407,0.5,,P9S4_180424_407_A01,P9S4_180424_407_A01,A8S4_180502_08_B05,1604,19242,,,,,56%,Pass,,,pass,RSC-156,0,FAIL,8540,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.04,,,,,,None,3:04 PM,4:37:30 PM,1.933333333,FCx,4,59.7,H18.03.009.11.14,3,3,,-36,-36,nucleus_absent,200,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 No Seal",0.6,3.133333333,,4.6,,Patch Became Leaky,20180423,408,0.5,,P9S4_180424_408_A01,P9S4_180424_408_A01,A8S4_180502_08_C05,453,5439,,,,,34%,Fail,,,fail,RSC-156,0,FAIL,2868,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.05,,,,,,None,3:04 PM,6:32:09 PM,0.6,FCx,1,46,H18.03.009.11.14,4,4,,-32,-32,nucleus_present,1000,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 Nucleated",0.633333333,1.55,,4.8,,"Cell Hyperpolarized,Rheobase Changed",20180423,409,0.5,,P9S4_180424_409_A01,P9S4_180424_409_A01,A8S4_180502_08_D05,1207,14487,,,,,69%,Pass,,,pass,RSC-156,1,Inh L1 SST NMBR (ADARB2+),10283,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.06,,,,,,None,3:04 PM,6:55:58 PM,1.466666667,FCx,2,62.3,H18.03.009.11.14,4,3,,-31,-31,nucleus_absent,1000,no,,,"Small Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Outside-Out",0.416666667,4.983333333,,3.8,,,20180423,410,0.5,,P9S4_180424_410_A01,P9S4_180424_410_A01,A8S4_180502_08_E05,820,9842,,,,,72%,Pass,,,pass,RSC-156,0,FAIL,5716,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.07,,,,,,None,3:04 PM,7:21:50 PM,1.033333333,FCx,3,78.8,H18.03.009.11.14,4,4,,-38,-38,nucleus_present,1000,no,,,"Cell Swelled No Bubbles,Solution in Pipette Shank Alexa fill visible
 
 Nucleated",0.633333333,1.216666667,,3.6,,,20180423,411,0.5,,P9S4_180424_411_A01,P9S4_180424_411_A01,A8S4_180502_08_F05,2756,33072,,,,,77%,Pass,,,pass,RSC-156,0.681172,"RORB (L3-L4, all)",12418,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.08,,,,,,None,3:04 PM,7:42:08 PM,0.883333333,FCx,4,59.6,H18.03.009.11.14,4,3,,-33,-33,nucleus_absent,1000,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 Outside-Out",0.5,4.566666667,,4.2,,Patch Became Leaky,20180423,412,0.5,,P9S4_180424_412_A01,P9S4_180424_412_A01,A8S4_180502_08_G05,772,9264,,,,,61%,Pass,,,pass,RSC-156,0,FAIL,6621,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.09,,,,,,None,3:04 PM,8:28:54 PM,0.866666667,FCx,2,64.3,H18.03.009.11.14,4,4,,-31,-31,nucleus_present,1000,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 Nucleated",0.4,1.083333333,,3.6,,,20180423,413,0.5,,P9S4_180424_413_A01,P9S4_180424_413_A01,A8S4_180502_08_H05,2848,34179,,,,,79%,Pass,,,pass,RSC-156,1,Inh L1 SST NMBR (ADARB2+),13010,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.10,,,,,,None,3:04 PM,8:52:02 PM,0.883333333,FCx,2,67.9,H18.03.009.11.14,4,4,,-30,-30,nucleus_present,1000,no,,,"No Bubbles Alexa fill visible
 
 Nucleated",0.65,1.8,,4.1,,,20180423,414,0.5,,P9S4_180424_414_A01,P9S4_180424_414_A01,A8S4_180502_08_A06,3855,46259,,,,,76%,Pass,,,pass,RSC-156,0.782024,L2-L3|a,12912,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.11,,,,,,None,3:04 PM,9:15:54 PM,1.7,FCx,3,75.5,H18.03.009.11.14,4,4,,-37,-37,nucleus_present,1000,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 Nucleated",0.6,1.033333333,,4.1,,,20180423,415,0.5,,P9S4_180424_415_A01,P9S4_180424_415_A01,A8S4_180502_08_B06,1934,23206,,,,,69%,Pass,,,pass,RSC-156,1,Exc L3-5 RORB COL22A1,11429,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,P9,2,H18.03.009.11.14.12,,,,,,None,3:04 PM,9:54:01 PM,1.416666667,FCx,4,72.9,H18.03.009.11.14,3,3,,-36,-36,nucleus_absent,1000,no,,,"Cell Swelled No Bubbles Alexa fill visible
 
 Outside-Out",0.75,3.45,,4.3,,,20180423,416,0.5,,P9S4_180424_416_A01,P9S4_180424_416_A01,A8S4_180502_08_C06,1312,15739,,,,,62%,Pass,,,pass,RSC-156,0.365141,Excitatory,8975,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
180424,PA,3,H18.03.009.11.13.01,,,,,,None,3:17 PM,3:45:59 PM,3.733333333,FCx,1,69.1,H18.03.009.11.13,4,3,,-40,-40,nucleus_absent,3.9,no,,,Too Deep Small Bubbles No seal and barely any alexa fill visible.,1.283333333,2,,4.6,,"Access Resistance Increased,Cell Depolarized,Rheobase Changed Did Core 2 recording.",20180423,455,0.5,EPhys_180423_02_A01_H,PAS4_180424_455_A01,PAS4_180424_455_A01,A8S4_180502_08_H06,1071,12850,,,,,63%,Pass,,,pass,RSC-156,0,FAIL,7793,H18.03.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AiV2-50uM alexa 488,0.5
