project,cell_specimen_id,link_cell_specimen,cell_specimen_name,cell_or_cluster,hemisphere,flipped,link_slice_specimen,slice_histology_well,slice_biocytin_well,slide20x_barcode,patched_cell_container,ephys_roi_result_id,recording_date,ephys_seal_gohm,tcp_sop,ephys_qc,rna_amplification_set,rna_amplification_qc,ephys_published_at,labtracks_id,reporters,drivers,cell_reporter,structure,cortex_layer,dendrite_type,apical,pin_z_coord,nwb_ready,has_nwb_download,image_series_20x_id,image_series_20x_qc,psw_20x_annotations,layer_20x_annotations,image_series_20x_tags,link_ims_20x,check_slide,ims63x_go_no_go,ims63x_imaging_started,image_series_63x_id,image_series_63x_qc,link_ims_63x,has_morph_thumb,MorphologyThumbnail,HighResMorphologyThumbnail,has_inst_thres_thumb,has_sum_thumb,has_glif1,has_glif2,has_glif3,has_glif4,has_glif5,has_biophysical,has_active_dendrite,nwb_filename,swc_filename,marker_filename,swc_published_at,disease_state,mip_link,depth_from_pia,1_2_NA_objective
mIVSCC-MET,689664347,http://lims2/specimens?id=689664347,Sst-IRES-Cre;Ai14-386478.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-386478.05.02,EPhys_180423_01_D05_M,BIOCYTIN_180501_01_D05,500371596,PAS4_180425_451_A01,689664170,4/25/2018 17:53,3.008381696,V1 Coronal 90,auto_failed,A8S4_180502_08,failed,,386478,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,694748548,processing,,,,http://lims2/focal_plane_image_series?id=694748548,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692015490,http://lims2/specimens?id=692015490,Sst-IRES-Cre;Ai14-387577.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387577.04.02,EPhys_180430_01_A02_M,BIOCYTIN_180508_01_A02,539042708,P8S4_180430_351_A01,692015275,4/30/2018 17:19,1.896035072,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387577,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6b,Layer2/3,,,2960.81926,,,697812664,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697812664,,63x go,63x imaging started,715831840,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=715831840,,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692015490/morphology_summary_730827137.png,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692015490/high_res_morphology_summary_730827137.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692015490/Sst-IRES-Cre_Ai14-387577.04.02.01_730827137_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692015490/Sst-IRES-Cre_Ai14-387577.04.02.01_730827137_m.marker,,,http://lims2/siv?sub_image=716328529,781.9438421,
mIVSCC-MET,692044280,http://lims2/specimens?id=692044280,Sst-IRES-Cre;Ai14-387577.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387577.04.02,EPhys_180430_01_A02_M,BIOCYTIN_180508_01_A02,539042708,P8S4_180430_352_A01,692044122,4/30/2018 17:41,2.89706496,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387577,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,3496.529894,,,697812664,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697812664,,63x go,63x imaging started,720450189,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=720450189,,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692044280/morphology_summary_741265835.png,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692044280/high_res_morphology_summary_741265835.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692044280/Sst-IRES-Cre_Ai14-387577.04.02.02_741265835_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692044280/Sst-IRES-Cre_Ai14-387577.04.02.02_741265835_m.marker,,,http://lims2/siv?sub_image=718141676,672.2935394,
mIVSCC-MET,692083084,http://lims2/specimens?id=692083084,Sst-IRES-Cre;Ai14-387577.04.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387577.04.02,EPhys_180430_01_A02_M,BIOCYTIN_180508_01_A02,539042708,P8S4_180430_353_A01,692082900,4/30/2018 18:03,1.862747264,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387577,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISpm2/3,Layer6b,,,4206.699434,,,697812664,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697812664,,63x go,63x imaging started,720948812,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=720948812,,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692083084/morphology_summary_784246413.png,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692083084/high_res_morphology_summary_784246413.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692083084/Sst-IRES-Cre_Ai14-387577.04.02.03_784246413_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod368/specimen_692083084/Sst-IRES-Cre_Ai14-387577.04.02.03_784246413_m.marker,,,http://lims2/siv?sub_image=718138407,203.8026761,
mIVSCC-MET,692161037,http://lims2/specimens?id=692161037,Sst-IRES-Cre;Ai14-387577.05.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387577.05.01,EPhys_180430_01_A03_M,BIOCYTIN_180508_01_A03,539042892,PAS4_180430_452_A01,692160891,4/30/2018 18:49,2.375708672,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387577,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813015,qc,,,,http://lims2/focal_plane_image_series?id=697813015,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692068557,http://lims2/specimens?id=692068557,Sst-IRES-Cre;Ai14-387577.05.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387577.05.02,EPhys_180430_01_A01_M,BIOCYTIN_180508_01_A01,539046226,PAS4_180430_451_A01,692068398,4/30/2018 17:54,5.592089088,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387577,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISli5,,,,1866.644881,,,697812641,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697812641,,63x go,63x imaging started,758417906,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=758417906,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=714662708,,
mIVSCC-MET,692470904,http://lims2/specimens?id=692470904,Sst-IRES-Cre;Ai14-387578.03.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.01,EPhys_180430_01_B04_M,BIOCYTIN_180508_01_B04,539044732,P9S4_180501_401_A01,692470628,5/1/2018 16:50,3.198067968,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,7563.53079,,,697813163,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813163,,63x go,63x imaging started,715319999,image_qc_passed,http://lims2/focal_plane_image_series?id=715319999,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=715925958,,
mIVSCC-MET,692522289,http://lims2/specimens?id=692522289,Sst-IRES-Cre;Ai14-387578.03.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.01,EPhys_180430_01_B04_M,BIOCYTIN_180508_01_B04,539044732,P9S4_180501_402_A01,692522123,5/1/2018 17:17,1.332758784,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6b,,,,7555.409842,,,697813163,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813163,,63x go,63x imaging started,715325430,autotracing,http://lims2/focal_plane_image_series?id=715325430,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=715923793,,
mIVSCC-MET,692540086,http://lims2/specimens?id=692540086,Sst-IRES-Cre;Ai14-387578.03.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.01,EPhys_180430_01_B04_M,BIOCYTIN_180508_01_B04,539044732,P9S4_180501_403_A01,692539874,5/1/2018 17:35,2.48107776,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,7764.96463,,,697813163,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813163,,63x go,63x imaging started,715316644,image_qc_passed,http://lims2/focal_plane_image_series?id=715316644,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=715923739,,
mIVSCC-MET,692498211,http://lims2/specimens?id=692498211,Sst-IRES-Cre;Ai14-387578.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.02,EPhys_180430_01_B06_M,BIOCYTIN_180508_01_B06,539045100,P8S4_180501_351_A01,692498003,5/1/2018 17:00,1.331812096,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813201,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813201,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692528669,http://lims2/specimens?id=692528669,Sst-IRES-Cre;Ai14-387578.03.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.02,EPhys_180430_01_B06_M,BIOCYTIN_180508_01_B06,539045100,P8S4_180501_352_A01,692528477,5/1/2018 17:18,1.593087744,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,3921.359647,,,697813201,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813201,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692565557,http://lims2/specimens?id=692565557,Sst-IRES-Cre;Ai14-387578.03.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.02,EPhys_180430_01_B06_M,BIOCYTIN_180508_01_B06,539045100,P8S4_180501_353_A01,692565297,5/1/2018 17:39,1.312735744,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISpm5,,,,4241.288057,,,697813201,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813201,,63x go,63x imaging started,717260875,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=717260875,,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_692565557/morphology_summary_750425078.png,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_692565557/high_res_morphology_summary_750425078.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_692565557/Sst-IRES-Cre_Ai14-387578.03.02.03_750425078_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_692565557/Sst-IRES-Cre_Ai14-387578.03.02.03_750425078_m.marker,,,http://lims2/siv?sub_image=718077564,595.6658206,1.2 NA objective
mIVSCC-MET,692594747,http://lims2/specimens?id=692594747,Sst-IRES-Cre;Ai14-387578.03.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.03.02,EPhys_180430_01_B06_M,BIOCYTIN_180508_01_B06,539045100,P8S4_180501_354_A01,692594463,5/1/2018 18:09,2.861810944,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,RSPagl6a,,,,4402.866476,,,697813201,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813201,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692548669,http://lims2/specimens?id=692548669,Sst-IRES-Cre;Ai14-387578.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.04.01,Ephys_180430_01_B05_M,BIOCYTIN_180508_01_B05,539044916,P2S4_180501_051_A01,692548247,5/1/2018 17:22,1.100433408,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,positive,RSPd2/3,,,,6575.712933,,,697813182,qc,,,,http://lims2/focal_plane_image_series?id=697813182,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692539701,http://lims2/specimens?id=692539701,Sst-IRES-Cre;Ai14-387578.05.02.01,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.05.02,EPhys_180430_01_C02_M,BIOCYTIN_180508_01_C02,539045652,PBS4_180501_501_A01,692539394,5/1/2018 17:25,3.031687168,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp5,Layer5,,,7858.553146,,,697813241,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813241,,63x go,63x imaging started,715945725,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=715945725,,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692539701/morphology_summary_760988789.png,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692539701/high_res_morphology_summary_760988789.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692539701/Sst-IRES-Cre_Ai14-387578.05.02.01_760988789_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod360/specimen_692539701/Sst-IRES-Cre_Ai14-387578.05.02.01_760988789_m.marker,,,http://lims2/siv?sub_image=716592605,473.1355216,
mIVSCC-MET,692595438,http://lims2/specimens?id=692595438,Sst-IRES-Cre;Ai14-387578.05.02.02,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.05.02,EPhys_180430_01_C02_M,BIOCYTIN_180508_01_C02,539045652,PBS4_180501_502_A01,692594889,5/1/2018 18:02,1.590945536,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp,,,,,,,697813241,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813241,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,692651203,http://lims2/specimens?id=692651203,Sst-IRES-Cre;Ai14-387578.05.02.03,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387578.05.02,EPhys_180430_01_C02_M,BIOCYTIN_180508_01_C02,539045652,PBS4_180501_503_A01,692650883,5/1/2018 18:34,7.61522176,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387578,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp,,,,,,,697813241,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813241,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693044826,http://lims2/specimens?id=693044826,Sst-IRES-Cre;Ai14-387579.03.01.01,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.03.01,EPhys_180430_01_D06_M,BIOCYTIN_180508_01_D06,539043810,PBS4_180502_501_A01,693044673,5/2/2018 17:10,3.30020864,V1 Coronal 90,auto_failed,A8S4_180511_06,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,,VISpm5,,,,7169.050817,,,697813471,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813471,,63x go,63x imaging started,718001084,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=718001084,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=718139942,,
mIVSCC-MET,693085460,http://lims2/specimens?id=693085460,Sst-IRES-Cre;Ai14-387579.03.01.02,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.03.01,EPhys_180430_01_D06_M,BIOCYTIN_180508_01_D06,539043810,PBS4_180502_502_A01,693085160,5/2/2018 17:34,1.562411392,V1 Coronal 90,auto_failed,A8S4_180511_06,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp5,Layer5,,,7558.046596,,,697813471,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813471,,63x go,63x imaging started,718476684,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=718476684,,/allen/programs/celltypes/production/mousecelltypes/prod370/specimen_693085460/morphology_summary_789630660.png,/allen/programs/celltypes/production/mousecelltypes/prod370/specimen_693085460/high_res_morphology_summary_789630660.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod370/specimen_693085460/Sst-IRES-Cre_Ai14-387579.03.01.02_789630660_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod370/specimen_693085460/Sst-IRES-Cre_Ai14-387579.03.01.02_789630660_m.marker,,,http://lims2/siv?sub_image=718598423,484.6832022,
mIVSCC-MET,693135479,http://lims2/specimens?id=693135479,Sst-IRES-Cre;Ai14-387579.03.01.03,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.03.01,EPhys_180430_01_D06_M,BIOCYTIN_180508_01_D06,539043810,PBS4_180502_503_A01,693135178,5/2/2018 18:09,0.3887912,V1 Coronal 90,auto_failed,A8S4_180511_06,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp,,,,,,,697813471,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813471,,63x go,63x imaging started,720994731,qc,http://lims2/focal_plane_image_series?id=720994731,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=718595130,,
mIVSCC-MET,693168644,http://lims2/specimens?id=693168644,Sst-IRES-Cre;Ai14-387579.03.01.04,Cell,,not checked,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.03.01,EPhys_180430_01_D06_M,BIOCYTIN_180508_01_D06,539043810,PBS4_180502_504_A01,693168321,5/2/2018 18:45,1.534977024,V1 Coronal 90,auto_failed,A8S4_180511_06,failed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,,VISp,,,,,,,697813471,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813471,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693069559,http://lims2/specimens?id=693069559,Sst-IRES-Cre;Ai14-387579.03.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.03.02,EPhys_180430_02_A01_M,BIOCYTIN_180508_02_A01,539043994,PAS4_180502_451_A01,693069298,5/2/2018 17:27,4.984474112,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp4,,,,2789.680354,,,697813494,qc,,,,http://lims2/focal_plane_image_series?id=697813494,,63x go,63x imaging started,717280271,image_qc_passed,http://lims2/focal_plane_image_series?id=717280271,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=717600640,,
mIVSCC-MET,693007608,http://lims2/specimens?id=693007608,Sst-IRES-Cre;Ai14-387579.04.01.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.01,EPhys_180430_02_A02_M,BIOCYTIN_180508_02_A02,539044730,P9S4_180502_401_A01,693007450,5/2/2018 16:44,3.6686272,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813513,qc,,,,http://lims2/focal_plane_image_series?id=697813513,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693017106,http://lims2/specimens?id=693017106,Sst-IRES-Cre;Ai14-387579.04.01.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.01,EPhys_180430_02_A02_M,BIOCYTIN_180508_02_A02,539044730,P9S4_180502_402_A01,693016937,5/2/2018 17:03,1.694431872,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISpm4,,,,7433.26371,,,697813513,qc,,,,http://lims2/focal_plane_image_series?id=697813513,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693044296,http://lims2/specimens?id=693044296,Sst-IRES-Cre;Ai14-387579.04.01.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.01,EPhys_180430_02_A02_M,BIOCYTIN_180508_02_A02,539044730,P9S4_180502_403_A01,693044160,5/2/2018 17:16,1.537834752,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,7887.797417,,,697813513,qc,,,,http://lims2/focal_plane_image_series?id=697813513,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693061554,http://lims2/specimens?id=693061554,Sst-IRES-Cre;Ai14-387579.04.01.04,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.01,EPhys_180430_02_A02_M,BIOCYTIN_180508_02_A02,539044730,P9S4_180502_404_A01,693061397,5/2/2018 17:32,1.044204288,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp4,,,,8146.243166,,,697813513,qc,,,,http://lims2/focal_plane_image_series?id=697813513,,63x go,63x imaging started,728200462,image_qc_passed,http://lims2/focal_plane_image_series?id=728200462,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=717591165,,
mIVSCC-MET,693093302,http://lims2/specimens?id=693093302,Sst-IRES-Cre;Ai14-387579.04.01.05,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.01,EPhys_180430_02_A02_M,BIOCYTIN_180508_02_A02,539044730,P9S4_180502_405_A01,693092906,5/2/2018 17:50,1.993112832,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,8302.736972,,,697813513,qc,,,,http://lims2/focal_plane_image_series?id=697813513,,63x go,63x imaging started,717290609,deferred,http://lims2/focal_plane_image_series?id=717290609,,,,,,,,,,,,,,,,,,http://lims2/siv?sub_image=717644017,,
mIVSCC-MET,693009119,http://lims2/specimens?id=693009119,Sst-IRES-Cre;Ai14-387579.04.02.01,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.02,EPhys_180430_02_A03_M,BIOCYTIN_180508_02_A03,539044914,P8S4_180502_351_A01,693008936,5/2/2018 16:46,1.725902848,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp6a,,,,3536.759266,,,697813576,qc,psw,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813576,,63x go,63x imaging started,717294341,ready_for_dendrite_trace,http://lims2/focal_plane_image_series?id=717294341,,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_693009119/morphology_summary_750353632.png,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_693009119/high_res_morphology_summary_750353632.png,,,,,,,,,,,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_693009119/Sst-IRES-Cre_Ai14-387579.04.02.01_750353632_m.swc,/allen/programs/celltypes/production/mousecelltypes/prod365/specimen_693009119/Sst-IRES-Cre_Ai14-387579.04.02.01_750353632_m.marker,,,http://lims2/siv?sub_image=718116730,751.1574289,1.2 NA objective
mIVSCC-MET,693044590,http://lims2/specimens?id=693044590,Sst-IRES-Cre;Ai14-387579.04.02.02,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.02,EPhys_180430_02_A03_M,BIOCYTIN_180508_02_A03,539044914,P8S4_180502_352_A01,693044377,5/2/2018 17:08,2.669794304,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813576,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813576,,,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693073791,http://lims2/specimens?id=693073791,Sst-IRES-Cre;Ai14-387579.04.02.03,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.02,EPhys_180430_02_A03_M,BIOCYTIN_180508_02_A03,539044914,P8S4_180502_353_A01,693073590,5/2/2018 17:32,2.045019392,V1 Coronal 90,auto_failed,A8S4_180504_08,passed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813576,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813576,,63x no go,,,,,,,,,,,,,,,,,,,,,,,,
mIVSCC-MET,693117220,http://lims2/specimens?id=693117220,Sst-IRES-Cre;Ai14-387579.04.02.04,Cell,,flipped,http://lims2/specimens?search[name]=Sst-IRES-Cre%3BAi14-387579.04.02,EPhys_180430_02_A03_M,BIOCYTIN_180508_02_A03,539044914,P8S4_180502_354_A01,693117083,5/2/2018 17:59,2.401863168,V1 Coronal 90,auto_failed,A8S4_180504_08,failed,,387579,Ai14(RCL-tdT),Sst-IRES-Cre,positive,VISp,,,,,,,697813576,qc,,Layer1_AND_Layer2/3_AND_Layer4_AND_Layer5_AND_Layer6a_AND_Layer6b,,http://lims2/focal_plane_image_series?id=697813576,,,,,,,,,,,,,,,,,,,,,,,,,,
